name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,TypeScript,5871,506,165,global,456,solid,source+report,169,43,109,12,cli-first;api/server;agent-runtime;retrieval-memory;tests-evals;security-policy;container-deploy;model-runtime,retrieval;agentRuntime;docs;eval;config,llmProviders;modelRuntime,build;utility;test;serve-dev;entrypoint,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/TencentCloud__TencentDB-Agent-Memory.md,reports/global-trending/repositories/TencentCloud__TencentDB-Agent-Memory.md,sources/TencentCloud__TencentDB-Agent-Memory
cocoindex-io/cocoindex-code,https://github.com/cocoindex-io/cocoindex-code,agent-harness-mcp,에이전트 하네스/MCP,global,Python,2100,166,155,global,440,high-signal,source+report,65,16,109,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;container-deploy;agent-instructions;model-runtime,eval;agentRuntime;ci;config;container,agentProtocols;modelRuntime;developerSurface,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/cocoindex-io__cocoindex-code.md,reports/global-trending/repositories/cocoindex-io__cocoindex-code.md,sources/cocoindex-io__cocoindex-code
yifanfeng97/Hyper-Extract,https://github.com/yifanfeng97/Hyper-Extract,agent-harness-mcp,에이전트 하네스/MCP,mixed,Python,1571,177,0,,207,high-signal,source+report,449,110,109,11,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy,docs;eval;retrieval;agentRuntime;ci,llmProviders;agentFrameworks;vectorStores;developerSurface,utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/b/yifanfeng97__Hyper-Extract.md,reports/llm-wiki/repositories/yifanfeng97__Hyper-Extract.md,sources/yifanfeng97__Hyper-Extract
your-papa/obsidian-Smart2Brain,https://github.com/your-papa/obsidian-Smart2Brain,ai-infrastructure-serving,AI 인프라/서빙,global,TypeScript,1130,96,146,global,414,high-signal,source+report,371,67,109,8,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions;model-runtime;web-runtime,eval;agentRuntime;retrieval;docs;security,llmProviders;agentProtocols;agentFrameworks;modelRuntime;webRuntime,serve-dev;quality;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/e/your-papa__obsidian-Smart2Brain.md,reports/global-trending/repositories/your-papa__obsidian-Smart2Brain.md,sources/your-papa__obsidian-Smart2Brain
alibaizhanov/mengram,https://github.com/alibaizhanov/mengram,agent-harness-mcp,에이전트 하네스/MCP,global,Python,178,27,177,global,448,solid,source+report,154,38,109,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;container-deploy;model-runtime;web-runtime,retrieval;docs;config;agentRuntime;eval,llmProviders;agentProtocols;agentFrameworks;modelRuntime;webRuntime,utility,,ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/alibaizhanov__mengram.md,reports/global-trending/repositories/alibaizhanov__mengram.md,sources/alibaizhanov__mengram
henomis/phero,https://github.com/henomis/phero,agent-harness-mcp,에이전트 하네스/MCP,korea,Go,60,6,146,global;korea,394,solid,source+report,283,91,109,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;container-deploy;observability,agentRuntime;eval;retrieval;entrypoints;docs,llmProviders;agentProtocols;vectorStores;observability,utility;test;build;quality,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/henomis__phero.md,reports/global-trending/repositories/henomis__phero.md,sources/henomis__phero
sktelecom/onot,https://github.com/sktelecom/onot,general-ai-open-source,일반 AI 오픈소스,korea,Python,15,7,79,korea,289,solid,source+report,169,53,109,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;web-runtime,eval;retrieval;docs;entrypoints;security,webRuntime;developerSurface,utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/7/sktelecom__onot.md,reports/korea-trending/repositories/sktelecom__onot.md,sources/sktelecom__onot
lowtidebuild/data-protection-agent,https://github.com/lowtidebuild/data-protection-agent,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,75,korea,251,solid,source+report,2975,155,109,11,agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,retrieval;eval;docs;spec;security,,,,entrypoint path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/e/lowtidebuild__data-protection-agent.md,reports/korea-trending/repositories/lowtidebuild__data-protection-agent.md,sources/lowtidebuild__data-protection-agent
MelonS/MelonS-Agents,https://github.com/MelonS/MelonS-Agents,ai-infrastructure-serving,AI 인프라/서빙,korea,C#,0,0,69,korea,242,emerging,source+report,5380,510,109,9,agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,agentRuntime;docs;eval;config;security,,,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/MelonS__MelonS-Agents.md,reports/korea-trending/repositories/MelonS__MelonS-Agents.md,sources/MelonS__MelonS-Agents
opencode-ai/opencode,https://github.com/opencode-ai/opencode.git,agent-harness-mcp,에이전트 하네스/MCP,mixed,unknown,0,0,0,,154,solid,deep-source+report,162,46,109,12,cli-first;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;observability,agentRuntime;eval;ci;docs;entrypoints,llmProviders;agentProtocols;vectorStores;developerSurface;observability,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/opencode-ai__opencode.md,reports/clone-structures/opencode-ai__opencode.md,sources/opencode-ai__opencode
otomata-tech/memento-core,https://github.com/otomata-tech/memento-core,agent-harness-mcp,에이전트 하네스/MCP,mixed,TypeScript,0,0,0,,157,emerging,source+report,141,24,109,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;agent-instructions,retrieval;docs;config;mcp;security,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/d/otomata-tech__memento-core.md,reports/llm-wiki/repositories/otomata-tech__memento-core.md,sources/otomata-tech__memento-core
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,ai-infrastructure-serving,AI 인프라/서빙,korea,Python,38186,6218,0,,235,high-signal,source+report,523,138,108,12,api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;container-deploy;agent-instructions;web-runtime,retrieval;agentRuntime;docs;eval;mcp,agentFrameworks;webRuntime,,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/b/chatchat-space__Langchain-Chatchat.md,reports/llm-wiki/repositories/chatchat-space__Langchain-Chatchat.md,sources/chatchat-space__Langchain-Chatchat
langchain4j/langchain4j,https://github.com/langchain4j/langchain4j,agent-harness-mcp,에이전트 하네스/MCP,korea,Java,12359,2312,227,global;korea,538,high-signal,source+report,3487,2348,108,12,agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;agent-instructions,eval;retrieval;docs;mcp;agentRuntime,,utility;build;quality,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/e/langchain4j__langchain4j.md,reports/global-trending/repositories/langchain4j__langchain4j.md,sources/langchain4j__langchain4j
nhn/tui.chart,https://github.com/nhn/tui.chart,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,5403,318,98,korea,354,solid,source+report,620,59,108,12,monorepo;api/server;retrieval-memory;spec-artifacts;tests-evals;container-deploy,entrypoints;docs;eval;spec;container,,build,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/f/nhn__tui.chart.md,reports/korea-trending/repositories/nhn__tui.chart.md,sources/nhn__tui.chart
toss/es-hangul,https://github.com/toss/es-hangul,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,1829,137,126,korea,385,solid,source+report,269,61,108,12,agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;web-runtime,docs;eval;spec;retrieval;config,webRuntime,utility;build;quality;test;serve-dev,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/1/toss__es-hangul.md,reports/korea-trending/repositories/toss__es-hangul.md,sources/toss__es-hangul
bitbonsai/mcpvault,https://github.com/bitbonsai/mcpvault,agent-harness-mcp,에이전트 하네스/MCP,global,Astro,1429,111,145,global,416,solid,source+report,107,19,108,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;agent-instructions,docs;agentRuntime;eval;ci;config,agentProtocols,serve-dev;build;test;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/bitbonsai__mcpvault.md,reports/global-trending/repositories/bitbonsai__mcpvault.md,sources/bitbonsai__mcpvault
line/line-bot-sdk-nodejs,https://github.com/line/line-bot-sdk-nodejs,developer-productivity,개발 생산성/DevTools,korea,TypeScript,1067,429,122,korea,375,high-signal,source+report,571,108,108,12,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;web-runtime,eval;spec;docs;config;ci,webRuntime,test;quality;build;serve-dev,,entrypoint path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/line__line-bot-sdk-nodejs.md,reports/korea-trending/repositories/line__line-bot-sdk-nodejs.md,sources/line__line-bot-sdk-nodejs
0xranx/OpenContext,https://github.com/0xranx/OpenContext,agent-harness-mcp,에이전트 하네스/MCP,global,JavaScript,590,37,142,global,405,solid,source+report,242,71,108,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;agent-instructions;web-runtime,agentRuntime;retrieval;docs;eval;entrypoints,llmProviders;agentProtocols;vectorStores;webRuntime;developerSurface,utility;test;serve-dev;build;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/6/0xranx__OpenContext.md,reports/global-trending/repositories/0xranx__OpenContext.md,sources/0xranx__OpenContext
shinpr/mcp-local-rag,https://github.com/shinpr/mcp-local-rag,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,317,57,153,global,418,solid,source+report,140,35,108,12,monorepo;cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;model-runtime,eval;retrieval;agentRuntime;mcp;config,agentProtocols;modelRuntime,build;serve-dev;quality;test;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/5/shinpr__mcp-local-rag.md,reports/global-trending/repositories/shinpr__mcp-local-rag.md,sources/shinpr__mcp-local-rag
naver/egjs-view3d,https://github.com/naver/egjs-view3d,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,223,34,80,korea,304,solid,source+report,653,123,108,12,monorepo;cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,docs;eval;spec;retrieval;config,,quality;build;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/2/naver__egjs-view3d.md,reports/korea-trending/repositories/naver__egjs-view3d.md,sources/naver__egjs-view3d
naver/egjs-conveyer,https://github.com/naver/egjs-conveyer,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,TypeScript,126,8,94,korea,322,solid,source+report,765,139,108,12,monorepo;cli-first;api/server;retrieval-memory;spec-artifacts;tests-evals;web-runtime,docs;retrieval;config;entrypoints;eval,webRuntime,build;quality;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/naver__egjs-conveyer.md,reports/korea-trending/repositories/naver__egjs-conveyer.md,sources/naver__egjs-conveyer
vstorm-co/pydantic-ai-backend,https://github.com/vstorm-co/pydantic-ai-backend,agent-harness-mcp,에이전트 하네스/MCP,global,Python,102,21,175,global,434,solid,source+report,108,25,108,12,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,docs;eval;retrieval;security;ci,,utility;test;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/d/vstorm-co__pydantic-ai-backend.md,reports/global-trending/repositories/vstorm-co__pydantic-ai-backend.md,sources/vstorm-co__pydantic-ai-backend
kakao/varlog,https://github.com/kakao/varlog,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Go,53,7,91,korea,315,solid,source+report,564,173,108,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;container-deploy;observability,eval;entrypoints;agentRuntime;container;ci,agentProtocols;observability,utility;build;test,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/4/kakao__varlog.md,reports/korea-trending/repositories/kakao__varlog.md,sources/kakao__varlog
naver/arcus-c-client,https://github.com/naver/arcus-c-client,general-ai-open-source,일반 AI 오픈소스,korea,C++,13,16,66,korea,263,solid,source+report,612,27,108,12,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy,docs;eval;entrypoints;agentRuntime;retrieval,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/9/naver__arcus-c-client.md,reports/korea-trending/repositories/naver__arcus-c-client.md,sources/naver__arcus-c-client
bits-bytes-nn/omnisummary,https://github.com/bits-bytes-nn/omnisummary,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,74,korea,260,solid,source+report,116,17,108,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;container-deploy;web-runtime,eval;agentRuntime;docs;config;container,llmProviders;agentFrameworks;webRuntime,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/1/bits-bytes-nn__omnisummary.md,reports/korea-trending/repositories/bits-bytes-nn__omnisummary.md,sources/bits-bytes-nn__omnisummary
JinhuiStudy/llm-engineering-bootcamp,https://github.com/JinhuiStudy/llm-engineering-bootcamp,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,84,korea,271,emerging,source+report,141,37,108,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;container-deploy,retrieval;docs;config;eval;agentRuntime,,utility;test;quality,,ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/JinhuiStudy__llm-engineering-bootcamp.md,reports/korea-trending/repositories/JinhuiStudy__llm-engineering-bootcamp.md,sources/JinhuiStudy__llm-engineering-bootcamp
JunsikChoi/korea-cli,https://github.com/JunsikChoi/korea-cli,developer-productivity,개발 생산성/DevTools,korea,Rust,0,0,76,korea,259,solid,source+report,483,20,108,12,cli-first;api/server;agent-runtime;mcp/protocol;spec-artifacts;tests-evals;agent-instructions,docs;spec;entrypoints;eval;config,agentProtocols,utility;build,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/JunsikChoi__korea-cli.md,reports/korea-trending/repositories/JunsikChoi__korea-cli.md,sources/JunsikChoi__korea-cli
regent-vcs/re_gent,https://github.com/regent-vcs/re_gent.git,general-ai-open-source,일반 AI 오픈소스,global,unknown,0,0,0,,150,solid,deep-source+report,132,42,108,12,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,eval;agentRuntime;retrieval;docs;ci,developerSurface,utility;build;test;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/7/regent-vcs__re_gent.md,reports/clone-structures/regent-vcs__re_gent.md,sources/regent-vcs__re_gent
whdrnr2583-cmd/koreanpulse,https://github.com/whdrnr2583-cmd/koreanpulse,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,73,korea,261,solid,source+report,127,30,108,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;container-deploy;web-runtime,docs;eval;config;entrypoints;retrieval,llmProviders;agentProtocols;webRuntime,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/b/whdrnr2583-cmd__koreanpulse.md,reports/korea-trending/repositories/whdrnr2583-cmd__koreanpulse.md,sources/whdrnr2583-cmd__koreanpulse
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Python,39165,3725,137,global,420,high-signal,deep-source+report,228,53,107,12,cli-first;retrieval-memory;spec-artifacts;tests-evals;container-deploy,docs;eval;retrieval;spec;config,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/QuivrHQ__quivr.md,reports/global-trending/repositories/QuivrHQ__quivr.md,sources/QuivrHQ__quivr
NirDiamant/agents-towards-production,https://github.com/NirDiamant/agents-towards-production,agent-harness-mcp,에이전트 하네스/MCP,global,Jupyter Notebook,20762,2759,194,global,495,high-signal,source+report,214,58,107,12,agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;container-deploy,agentRuntime;retrieval;docs;security;spec,,,,entrypoint path not obvious;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/a/NirDiamant__agents-towards-production.md,reports/global-trending/repositories/NirDiamant__agents-towards-production.md,sources/NirDiamant__agents-towards-production
robotmcp/ros-mcp-server,https://github.com/robotmcp/ros-mcp-server,agent-harness-mcp,에이전트 하네스/MCP,global,Python,1294,194,145,global,411,high-signal,source+report,208,54,107,12,cli-first;api/server;agent-runtime;mcp/protocol;spec-artifacts;tests-evals;container-deploy,eval;mcp;docs;container;ci,agentProtocols,utility,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/2/robotmcp__ros-mcp-server.md,reports/global-trending/repositories/robotmcp__ros-mcp-server.md,sources/robotmcp__ros-mcp-server
HKUST-KnowComp/AutoSchemaKG,https://github.com/HKUST-KnowComp/AutoSchemaKG,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,761,104,0,,204,solid,source+report,1099,88,107,12,api/server;retrieval-memory;spec-artifacts;tests-evals;security-policy;model-runtime;web-runtime,eval;retrieval;docs;security;config,llmProviders;modelRuntime;webRuntime,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/c/HKUST-KnowComp__AutoSchemaKG.md,reports/llm-wiki/repositories/HKUST-KnowComp__AutoSchemaKG.md,sources/HKUST-KnowComp__AutoSchemaKG
opendatalab/MinerU-Document-Explorer,https://github.com/opendatalab/MinerU-Document-Explorer,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,586,64,0,,205,solid,source+report,191,33,107,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;agent-instructions;model-runtime,eval;retrieval;docs;mcp;agentRuntime,agentProtocols;modelRuntime,utility;build;test;entrypoint,,ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/f/opendatalab__MinerU-Document-Explorer.md,reports/llm-wiki/repositories/opendatalab__MinerU-Document-Explorer.md,sources/opendatalab__MinerU-Document-Explorer
Samsung/escargot,https://github.com/Samsung/escargot,general-ai-open-source,일반 AI 오픈소스,korea,C++,357,58,109,korea,346,solid,source+report,857,71,107,11,cli-first;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;security-policy,agentRuntime;eval;docs;ci;retrieval,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/d/Samsung__escargot.md,reports/korea-trending/repositories/Samsung__escargot.md,sources/Samsung__escargot
Prompthon-IO/agent-systems-handbook,https://github.com/Prompthon-IO/agent-systems-handbook,agent-harness-mcp,에이전트 하네스/MCP,global,MDX,317,54,158,global,415,solid,source+report,386,138,107,12,api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy,agentRuntime;retrieval;docs;security;eval,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/Prompthon-IO__agent-systems-handbook.md,reports/global-trending/repositories/Prompthon-IO__agent-systems-handbook.md,sources/Prompthon-IO__agent-systems-handbook
https-deeplearning-ai/sc-spec-driven-development-files,https://github.com/https-deeplearning-ai/sc-spec-driven-development-files,spec-driven,스펙 드리븐/요구사항,mixed,TypeScript,213,199,0,,188,high-signal,deep-source+report,332,101,107,12,cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,entrypoints;spec;config;eval;retrieval,,,,ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/https-deeplearning-ai__sc-spec-driven-development-files.md,reports/clone-structures/https-deeplearning-ai__sc-spec-driven-development-files.md,sources/https-deeplearning-ai__sc-spec-driven-development-files
toss/docflow,https://github.com/toss/docflow,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,106,13,86,korea,309,solid,source+report,224,87,107,12,monorepo;cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,docs;eval;spec;retrieval;config,,quality;build;test;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/5/toss__docflow.md,reports/korea-trending/repositories/toss__docflow.md,sources/toss__docflow
line/webpack.kr,https://github.com/line/webpack.kr,general-ai-open-source,일반 AI 오픈소스,korea,MDX,93,34,121,korea,354,emerging,source+report,453,113,107,12,api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals;web-runtime,eval;retrieval;docs;entrypoints;ci,webRuntime,build;utility;serve-dev;test;quality,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/0/line__webpack.kr.md,reports/korea-trending/repositories/line__webpack.kr.md,sources/line__webpack.kr
spences10/mcpick,https://github.com/spences10/mcpick,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,85,12,137,global,382,emerging,source+report,81,12,107,12,monorepo;cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;agent-instructions,eval;agentRuntime;docs;config;retrieval,,build;serve-dev;quality;test;utility;entrypoint,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/8/spences10__mcpick.md,reports/global-trending/repositories/spences10__mcpick.md,sources/spences10__mcpick
Samsung/qaboard,https://github.com/Samsung/qaboard,eval-observability,평가/관측/품질,korea,JavaScript,55,14,77,korea,288,solid,source+report,524,62,107,12,cli-first;api/server;retrieval-memory;tests-evals;security-policy;container-deploy,docs;retrieval;eval;ci;entrypoints,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/6/Samsung__qaboard.md,reports/korea-trending/repositories/Samsung__qaboard.md,sources/Samsung__qaboard
toss/apps-in-toss-unity-sdk,https://github.com/toss/apps-in-toss-unity-sdk,developer-productivity,개발 생산성/DevTools,korea,C#,9,4,74,korea,271,solid,source+report,1099,152,107,12,monorepo;cli-first;retrieval-memory;tests-evals;security-policy;agent-instructions,eval;docs;retrieval;config;ci,,,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/toss__apps-in-toss-unity-sdk.md,reports/korea-trending/repositories/toss__apps-in-toss-unity-sdk.md,sources/toss__apps-in-toss-unity-sdk
farmbit-mdk/korea-market-data-mcp,https://github.com/farmbit-mdk/korea-market-data-mcp,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,0,0,69,korea,245,emerging,source+report,180,21,107,10,cli-first;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;agent-instructions,docs;eval;agentRuntime;security;retrieval,agentProtocols,build;serve-dev;test;quality;entrypoint,,ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/4/farmbit-mdk__korea-market-data-mcp.md,reports/korea-trending/repositories/farmbit-mdk__korea-market-data-mcp.md,sources/farmbit-mdk__korea-market-data-mcp
naver/egjs-flicking,https://github.com/naver/egjs-flicking,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,2921,139,111,korea,366,high-signal,source+report,2411,230,106,12,monorepo;cli-first;retrieval-memory;spec-artifacts;tests-evals;web-runtime,docs;eval;retrieval;spec;config,webRuntime,serve-dev;build;quality;test;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/a/naver__egjs-flicking.md,reports/korea-trending/repositories/naver__egjs-flicking.md,sources/naver__egjs-flicking
wanxingai/LightAgent,https://github.com/wanxingai/LightAgent,agent-harness-mcp,에이전트 하네스/MCP,global,Python,1146,147,161,global,431,high-signal,source+report,165,32,106,12,api/server;agent-runtime;mcp/protocol;retrieval-memory;spec-artifacts;tests-evals;security-policy;web-runtime,agentRuntime;docs;eval;mcp;retrieval,llmProviders;agentProtocols;webRuntime,,,entrypoint path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/9/wanxingai__LightAgent.md,reports/global-trending/repositories/wanxingai__LightAgent.md,sources/wanxingai__LightAgent
modelcontextprotocol/ruby-sdk,https://github.com/modelcontextprotocol/ruby-sdk,developer-productivity,개발 생산성/DevTools,global,Ruby,852,119,141,global,404,solid,source+report,155,32,106,12,cli-first;api/server;agent-runtime;mcp/protocol;retrieval-memory;tests-evals;security-policy;agent-instructions,mcp;eval;docs;agentRuntime;security,,,,,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/4/modelcontextprotocol__ruby-sdk.md,reports/global-trending/repositories/modelcontextprotocol__ruby-sdk.md,sources/modelcontextprotocol__ruby-sdk
toss/overlay-kit,https://github.com/toss/overlay-kit,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,713,78,111,korea,358,solid,source+report,184,60,106,12,monorepo;cli-first;api/server;agent-runtime;retrieval-memory;spec-artifacts;tests-evals,docs;config;spec;retrieval;entrypoints,,quality;utility,,,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/0/toss__overlay-kit.md,reports/korea-trending/repositories/toss__overlay-kit.md,sources/toss__overlay-kit
