name,url,role,roleKorean,region,language,stars,maturity,evidence,fileCount,dirCount,maxDepth,truncated,sourceDepthScore,patterns,dependencyCues,keySourceReferences,sourceRisks,deepInsight,reportPath,localPath
kakao/hbase-region-inspector,https://github.com/kakao/hbase-region-inspector,general-ai-open-source,일반 AI 오픈소스,korea,Clojure,107,solid,source+report,42,20,5,false,63,retrieval/vector path;eval/test harness;ui/extension surface,react,config:Makefile;config:package.json;docs:README.md;docs:conf-examples/README.md;eval:test/resources/insecure.properties;eval:test/resources/keytab-jaas.conf;eval:test/resources/keytab.properties;eval:test/resources/ticket-cache-jaas.conf,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness, ui/extension surface 구조로 읽힌다. 핵심 소스 근거는 config=Makefile, package.json이고, 의존성 단서는 react, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakao__hbase-region-inspector.md,sources/kakao__hbase-region-inspector
daangn/greenhouse-js,https://github.com/daangn/greenhouse-js,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,9,emerging,source+report,34,13,5,false,63,monorepo/workspace;retrieval/vector path,,entrypoints:packages/greenhouse-jobboard-js/src/index.ts;config:package.json;config:tsconfig.json;config:packages/react-greenhouse-form/package.json;config:packages/greenhouse-jobboard-js/package.json;docs:README.md;docs:.changeset/README.md;ci:.github/workflows/release.yml,test/eval path not obvious,"일반 AI 오픈소스 관점에서 monorepo/workspace, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 entrypoints=packages/greenhouse-jobboard-js/src/index.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/daangn__greenhouse-js.md,sources/daangn__greenhouse-js
dangamsoft/cafe-mcp,https://github.com/dangamsoft/cafe-mcp,agent-harness-mcp,에이전트 하네스/MCP,korea,JavaScript,0,emerging,source+report,18,4,3,false,63,cli-first;api/server;agent/tool runtime;retrieval/vector path,modelcontextprotocol,mcp:.github/workflows/publish-mcp.yml;entrypoints:server.json;config:package.json;manifest-entrypoint:index.js,test/eval path not obvious,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=.github/workflows/publish-mcp.yml이고, 의존성 단서는 modelcontextprotocol, 검증/운영 단서는 CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 4개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/dangamsoft__cafe-mcp.md,sources/dangamsoft__cafe-mcp
GSL-R/arona-soul-agent-memory,https://github.com/GSL-R/arona-soul-agent-memory,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,,0,emerging,source+report,36,5,3,false,63,agent/tool runtime;retrieval/vector path;security/policy surface,,retrieval:examples/memory-search-scenario.md;retrieval:docs/02-memory-constraints.md;retrieval:docs/03-agent-centric-memory.md;retrieval:docs/ko/02-memory-constraints.md;docs:README.ko.md;docs:README.md;docs:docs/00-origin-and-scope.md;docs:docs/01-problem.md,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,"LLM 위키/RAG/지식베이스 관점에서 agent/tool runtime, retrieval/vector path, security/policy surface 구조로 읽힌다. 핵심 소스 근거는 retrieval=examples/memory-search-scenario.md, docs/02-memory-constraints.md, docs/03-agent-centric-memory.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 운영 보조 파일은 추가 확인 필요이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/GSL-R__arona-soul-agent-memory.md,sources/GSL-R__arona-soul-agent-memory
tjwodud04/mcp-tour,https://github.com/tjwodud04/mcp-tour,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,emerging,source+report,12,2,3,false,63,cli-first;api/server;agent/tool runtime;spec/docs-driven,claude;mcp;pydantic,mcp:mcp_tour/__init__.py;mcp:mcp_tour/server.py;mcp:mcp_tour/hosts/__init__.py;mcp:mcp_tour/hosts/claude_desktop.py;config:pyproject.toml;config:requirements.txt;config:uv.lock,test/eval path not obvious;ci path not obvious,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=mcp_tour/__init__.py, mcp_tour/server.py, mcp_tour/hosts/__init__.py이고, 의존성 단서는 claude, mcp, pydantic, 검증/운영 단서는 운영 보조 파일은 추가 확인 필요이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 7개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/tjwodud04__mcp-tour.md,sources/tjwodud04__mcp-tour
karpathy/nanochat,https://github.com/karpathy/nanochat,general-ai-open-source,일반 AI 오픈소스,global,Python,55166,high-signal,source+report,56,9,4,false,62,api/server;agent/tool runtime;eval/test harness,fastapi;torch;transformers,config:pyproject.toml;config:uv.lock;docs:README.md;eval:tests/test_attention_fallback.py;eval:tests/test_engine.py;eval:scripts/base_eval.py;eval:scripts/chat_eval.py,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 api/server, agent/tool runtime, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=pyproject.toml, uv.lock이고, 의존성 단서는 fastapi, torch, transformers, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 7개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/karpathy__nanochat.md,sources/karpathy__nanochat
KalyanKS-NLP/rag-zero-to-hero-guide,https://github.com/KalyanKS-NLP/rag-zero-to-hero-guide,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Jupyter Notebook,1348,solid,source+report,32,6,3,false,62,retrieval/vector path;spec/docs-driven;eval/test harness,,retrieval:RAG Evaluation/rag_eval_intro.md;retrieval:RAG Evaluation/rag_generator_metrics.md;retrieval:RAG Evaluation/rag_retriever_metrics.md;retrieval:RAG Evaluation/notebooks/Hallucination_RAG.ipynb;docs:README.md;eval:RAG Evaluation/notebooks/RAG_Evaluation_using_DeepEval.ipynb;eval:RAG Evaluation/notebooks/RAG_Evaluation_using_RAGAS.ipynb;eval:RAG Evaluation/images/RAG_Evaluation_Metrics.gif,entrypoint path not obvious;ci path not obvious,"LLM 위키/RAG/지식베이스 관점에서 retrieval/vector path, spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 retrieval=RAG Evaluation/rag_eval_intro.md, RAG Evaluation/rag_generator_metrics.md, RAG Evaluation/rag_retriever_metrics.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/llm-wiki/repositories/KalyanKS-NLP__rag-zero-to-hero-guide.md,sources/KalyanKS-NLP__rag-zero-to-hero-guide
hyperconnect/TC-ResNet,https://github.com/hyperconnect/TC-ResNet,general-ai-open-source,일반 AI 오픈소스,korea,Python,234,emerging,source+report,68,13,3,false,62,spec/docs-driven;eval/test harness,,config:requirements/py36-common.txt;config:requirements/py36-cpu.txt;config:requirements/py36-gpu.txt;docs:README.md;docs:speech_commands_dataset/README.md;eval:tflite_tools/benchmark_model_r1.13_official;eval:tflite_tools/run_benchmark.sh;eval:speech_commands_dataset/test.txt,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=requirements/py36-common.txt, requirements/py36-cpu.txt, requirements/py36-gpu.txt이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/hyperconnect__TC-ResNet.md,sources/hyperconnect__TC-ResNet
naver/dune,https://github.com/naver/dune,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,101,emerging,source+report,70,13,4,false,62,retrieval/vector path;eval/test harness,,retrieval:teachers/dinov2/layers/patch_embed.py;retrieval:model/common/patch_embed.py;docs:README.md;docs:teachers/dinov2/README.md;docs:scripts/teachers/README.md;eval:assets/test_image_patch_pca_dune_vitbase14_448_paper.png;eval:assets/test_image.png;config:Makefile,entrypoint path not obvious;ci path not obvious,"LLM 위키/RAG/지식베이스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 retrieval=teachers/dinov2/layers/patch_embed.py, model/common/patch_embed.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver__dune.md,sources/naver__dune
naver/shine,https://github.com/naver/shine,general-ai-open-source,일반 AI 오픈소스,korea,Python,101,emerging,source+report,669,226,6,false,62,agent/tool runtime;eval/test harness,,docs:README.md;eval:vldet/evaluation/custom_coco_eval.py;eval:vldet/evaluation/fsodeval.py;eval:vldet/evaluation/inateval.py;eval:vldet/evaluation/oideval.py,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 agent/tool runtime, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver__shine.md,sources/naver__shine
naver-ai/calm,https://github.com/naver-ai/calm,general-ai-open-source,일반 AI 오픈소스,korea,Python,90,emerging,source+report,76,17,4,false,62,cli-first;retrieval/vector path;eval/test harness,,entrypoints:main.py;docs:README.md;eval:eval_cue_location.py;eval:eval_remove_classify.py;eval:metadata/OpenImages/test/class_labels.txt;eval:metadata/OpenImages/test/image_ids.txt,ci path not obvious,"일반 AI 오픈소스 관점에서 cli-first, retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 entrypoints=main.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 6개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver-ai__calm.md,sources/naver-ai__calm
naver/disco,https://github.com/naver/disco,security-governance,보안/거버넌스/안전,korea,Python,75,emerging,source+report,77,13,4,false,62,agent/tool runtime;spec/docs-driven;eval/test harness,torch;transformers,config:Makefile;config:requirements.txt;eval:tests/__init__.py;eval:tests/accumulation_sampler_test.py,entrypoint path not obvious;ci path not obvious,"보안/거버넌스/안전 관점에서 agent/tool runtime, spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=Makefile, requirements.txt이고, 의존성 단서는 torch, transformers, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 4개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver__disco.md,sources/naver__disco
kakao/hbase-tools,https://github.com/kakao/hbase-tools,general-ai-open-source,일반 AI 오픈소스,korea,Java,60,emerging,source+report,162,193,11,false,62,retrieval/vector path;eval/test harness,,docs:README.md;docs:hbase0.98/README.md;docs:hbase0.98/hbase-table-stat-0.98/README.md;docs:hbase0.98/hbase-snapshot-0.98/README.md;eval:hbase1.2/hbase-common-1.2/src/test/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java;eval:hbase1.0/hbase-table-stat-1.0/src/test/java/com/kakao/hbase/stat/print/FormatterTest.java;eval:hbase1.0/hbase-table-stat-1.0/src/test/java/com/kakao/hbase/stat/load/LoadIOTest.java;eval:hbase1.0/hbase-manager-1.0/src/test/java/com/kakao/hbase/manager/command/MCTest.java,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md, hbase0.98/README.md, hbase0.98/hbase-table-stat-0.98/README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakao__hbase-tools.md,sources/kakao__hbase-tools
Samsung/gcutil,https://github.com/Samsung/gcutil,general-ai-open-source,일반 AI 오픈소스,korea,C,15,emerging,source+report,170,12,3,false,62,agent/tool runtime;eval/test harness,,docs:README.md;docs:docs/autoconf.md;docs:docs/cmake.md;docs:docs/cords.md;eval:tests/atomicops.c;eval:tests/cpp.cc;eval:tests/disclaim_bench.c;eval:tests/disclaim.c,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 agent/tool runtime, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md, docs/autoconf.md, docs/cmake.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/Samsung__gcutil.md,sources/Samsung__gcutil
woowacourse/java-jdbc,https://github.com/woowacourse/java-jdbc,general-ai-open-source,일반 AI 오픈소스,korea,CSS,11,emerging,source+report,138,104,11,false,62,agent/tool runtime;retrieval/vector path;eval/test harness,,docs:README.md;eval:study/src/test/java/transaction/stage2/FirstUserService.java;eval:study/src/test/java/transaction/stage2/SecondUserService.java;eval:study/src/test/java/transaction/stage2/Stage2Test.java;eval:study/src/test/java/transaction/stage2/User.java,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 agent/tool runtime, retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/woowacourse__java-jdbc.md,sources/woowacourse__java-jdbc
woowacourse/java-mvc,https://github.com/woowacourse/java-mvc,general-ai-open-source,일반 AI 오픈소스,korea,CSS,7,emerging,source+report,132,86,11,false,62,agent/tool runtime;retrieval/vector path;eval/test harness,,docs:README.md;eval:study/src/test/java/support/HttpUtils.java;eval:study/src/test/java/servlet/com/example/FilterTest.java;eval:study/src/test/java/servlet/com/example/ServletTest.java;eval:study/src/test/java/reflection/Junit3Test.java,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 agent/tool runtime, retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/woowacourse__java-mvc.md,sources/woowacourse__java-mvc
CharlesLee1991/bmp-ai-air,https://github.com/CharlesLee1991/bmp-ai-air,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,0,emerging,source+report,21,10,4,false,62,agent/tool runtime;security/policy surface;ui/extension surface,next;react,agentRuntime:AGENTS.md;instruction:CLAUDE.md;config:package.json;config:tsconfig.json;ci:.github/workflows/guard.yml,entrypoint path not obvious;test/eval path not obvious,"에이전트 하네스/MCP 관점에서 agent/tool runtime, security/policy surface, ui/extension surface 구조로 읽힌다. 핵심 소스 근거는 agentRuntime=AGENTS.md이고, 의존성 단서는 next, react, 검증/운영 단서는 CI workflow가 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/CharlesLee1991__bmp-ai-air.md,sources/CharlesLee1991__bmp-ai-air
naver/mast3r,https://github.com/naver/mast3r,general-ai-open-source,일반 AI 오픈소스,korea,Python,2999,solid,source+report,63,14,4,false,61,retrieval/vector path;spec/docs-driven;containerized deploy,,config:requirements.txt;docs:README.md;container:docker/docker-compose-cpu.yml;container:docker/docker-compose-cuda.yml,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, spec/docs-driven, containerized deploy 구조로 읽힌다. 핵심 소스 근거는 config=requirements.txt이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 4개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver__mast3r.md,sources/naver__mast3r
kakao/recoteam,https://github.com/kakao/recoteam,general-ai-open-source,일반 AI 오픈소스,korea,Jupyter Notebook,365,emerging,source+report,129,28,6,false,61,retrieval/vector path;eval/test harness,,docs:README.md;docs:publications/sigir2023-update-period/README.md;docs:programming_assignments/mini_reco/README.md;docs:programming_assignments/jukebox/README.md;eval:programming_assignments/mini_reco/evaluation.py;eval:programming_assignments/jukebox/solution/code_using_ease/evaluation/Evaluate.py;eval:programming_assignments/jukebox/solution/code_using_ease/evaluation/user_id.txt;eval:programming_assignments/jukebox/solution/code_using_ease/evaluation/validation_data.txt,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md, publications/sigir2023-update-period/README.md, programming_assignments/mini_reco/README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakao__recoteam.md,sources/kakao__recoteam
naver-ai/korean-safety-benchmarks,https://github.com/naver-ai/korean-safety-benchmarks,general-ai-open-source,일반 AI 오픈소스,korea,Python,251,emerging,source+report,56,13,4,false,61,spec/docs-driven;eval/test harness,torch;transformers,config:requirements.txt;docs:README.md;docs:pipeline/square/README.md;docs:pipeline/kosbi/README.md;eval:data/SQuARe/question_test_ood.json;eval:data/SQuARe/question_test.json;eval:data/SQuARe/response_test_ood.json;eval:data/SQuARe/response_test.json,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=requirements.txt이고, 의존성 단서는 torch, transformers, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 8개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver-ai__korean-safety-benchmarks.md,sources/naver-ai__korean-safety-benchmarks
kakao/web2app,https://github.com/kakao/web2app,general-ai-open-source,일반 AI 오픈소스,korea,JavaScript,160,solid,source+report,17,3,2,false,61,api/server;spec/docs-driven;eval/test harness,,entrypoints:server.js;config:package.json;docs:README.md;eval:test/web2app_spec.js;eval:samples/test_dist.html;eval:samples/test.html;manifest-entrypoint:lib/web2app.js,ci path not obvious,"일반 AI 오픈소스 관점에서 api/server, spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 entrypoints=server.js이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 7개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakao__web2app.md,sources/kakao__web2app
kakao/kafka-connect-web,https://github.com/kakao/kafka-connect-web,general-ai-open-source,일반 AI 오픈소스,korea,Vue,119,emerging,source+report,22,4,3,false,61,cli-first;api/server;retrieval/vector path;containerized deploy,,entrypoints:src/App.vue;entrypoints:src/main.js;config:package.json;docs:README.md;container:Dockerfile,test/eval path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 cli-first, api/server, retrieval/vector path 구조로 읽힌다. 핵심 소스 근거는 entrypoints=src/App.vue, src/main.js이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 container/deploy 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakao__kafka-connect-web.md,sources/kakao__kafka-connect-web
daangn/cjk-slug,https://github.com/daangn/cjk-slug,general-ai-open-source,일반 AI 오픈소스,korea,TypeScript,58,solid,source+report,14,7,3,false,61,retrieval/vector path;eval/test harness,,entrypoints:src/index.ts;config:package.json;config:tsconfig.json;docs:README.md;docs:.changeset/README.md;eval:test/cjkSlug.test.ts;ci:.github/workflows/release.yml,,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 entrypoints=src/index.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 7개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/daangn__cjk-slug.md,sources/daangn__cjk-slug
kakaobrain/scrl,https://github.com/kakaobrain/scrl,general-ai-open-source,일반 AI 오픈소스,korea,Python,108,emerging,source+report,48,9,2,false,60,cli-first;spec/docs-driven;eval/test harness,torch,entrypoints:main.py;config:requirements.txt;docs:README.md;eval:trainer/linear_eval.py,ci path not obvious,"일반 AI 오픈소스 관점에서 cli-first, spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 entrypoints=main.py이고, 의존성 단서는 torch, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 4개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakaobrain__scrl.md,sources/kakaobrain__scrl
naver-ai/RapFlow-TTS,https://github.com/naver-ai/RapFlow-TTS,general-ai-open-source,일반 AI 오픈소스,korea,Python,55,emerging,source+report,103,27,5,false,60,spec/docs-driven;eval/test harness,torch;transformers,config:requirements.txt;docs:README.md;eval:test.py;eval:test.sh;eval:src/metric.py;eval:resources/filelists/LJSpeech/test.txt,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=requirements.txt이고, 의존성 단서는 torch, transformers, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 6개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver-ai__RapFlow-TTS.md,sources/naver-ai__RapFlow-TTS
line/aes-gcm-siv,https://github.com/line/aes-gcm-siv,general-ai-open-source,일반 AI 오픈소스,korea,C,51,emerging,source+report,83,44,9,false,60,eval/test harness,,docs:README.md;docs:lib/README.md;docs:java/README.md;docs:android/README.md;eval:lib/tests/CMakeLists.txt;eval:lib/tests/googletest.cmake;eval:lib/tests/unit_tests/api.cpp;eval:lib/tests/unit_tests/CMakeLists.txt;ci:.github/workflows/clang-format.yaml;ci:.github/workflows/memcheck.yaml,entrypoint path not obvious,"일반 AI 오픈소스 관점에서 eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md, lib/README.md, java/README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 10개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/line__aes-gcm-siv.md,sources/line__aes-gcm-siv
woowacourse/java-http,https://github.com/woowacourse/java-http,general-ai-open-source,일반 AI 오픈소스,korea,CSS,23,emerging,source+report,67,60,9,false,60,retrieval/vector path;eval/test harness,,docs:README.md;eval:tomcat/src/test/java/support/StubSocket.java;eval:tomcat/src/test/java/org/apache/coyote/http11/Http11ProcessorTest.java;eval:study/src/test/resources/nextstep.txt;eval:study/src/test/java/thread/stage2/AppTest.java;ci:.github/workflows/code-quality-review.yml;ci:.github/workflows/step1-code-review.yml,entrypoint path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 7개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/woowacourse__java-http.md,sources/woowacourse__java-http
Samsung/rlottie,https://github.com/Samsung/rlottie,general-ai-open-source,일반 AI 오픈소스,korea,C++,1407,solid,source+report,322,27,5,false,59,retrieval/vector path;eval/test harness,,docs:README.md;eval:test/CMakeLists.txt;eval:test/meson.build;eval:test/test_lottieanimation_capi.cpp;eval:test/test_lottieanimation.cpp,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 retrieval/vector path, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 docs=README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 5개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/Samsung__rlottie.md,sources/Samsung__rlottie
naver-ai/ZIM,https://github.com/naver-ai/ZIM,general-ai-open-source,일반 AI 오픈소스,korea,Python,417,emerging,source+report,38,8,3,false,59,api/server;spec/docs-driven;eval/test harness,fastapi;torch,config:requirements.txt;docs:README.md;eval:script/evaluation.py;eval:script/run_eval.sh;eval:eval/eval_loader.py;eval:eval/evaluator.py,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 api/server, spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=requirements.txt이고, 의존성 단서는 fastapi, torch, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 6개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/naver-ai__ZIM.md,sources/naver-ai__ZIM
kakaobrain/flame,https://github.com/kakaobrain/flame,general-ai-open-source,일반 AI 오픈소스,korea,Python,118,emerging,source+report,72,16,4,false,59,spec/docs-driven;eval/test harness,torch;transformers,config:requirements.txt;docs:README.md;eval:test.py;eval:src/utils/eval_util.py;eval:configs/test.yaml;eval:configs/log_dir/evaluation.yaml,entrypoint path not obvious;ci path not obvious,"일반 AI 오픈소스 관점에서 spec/docs-driven, eval/test harness 구조로 읽힌다. 핵심 소스 근거는 config=requirements.txt이고, 의존성 단서는 torch, transformers, 검증/운영 단서는 test/eval 경로가 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 6개 파일 경로를 직접 스캔해야 확인된다.",reports/korea-trending/repositories/kakaobrain__flame.md,sources/kakaobrain__flame
